2023-12-16 10:26:22.489 [info] Log level: Info
2023-12-16 10:26:22.489 [info] Validating found git in: "git"
2023-12-16 11:19:48.254 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:19:48.262 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:19:52.590 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:19:52.601 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 11:19:52.609 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:27:49.644 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:27:49.710 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 11:27:49.716 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:28:05.996 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:28:06.024 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:28:06.035 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:33:49.816 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 11:33:49.876 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:33:49.880 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:33:57.483 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:33:57.493 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:33:57.499 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:35:57.847 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:35:57.856 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 11:35:57.862 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:36:13.993 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:36:14.003 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:36:14.011 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:38:51.894 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:38:51.905 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:38:51.913 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:38:58.446 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:38:58.456 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:38:58.466 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:44:05.429 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:44:05.439 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:44:05.446 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 11:47:27.424 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:47:27.437 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:47:27.449 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:52:16.680 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:52:16.692 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:52:16.700 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:54:27.788 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:54:27.797 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:54:27.811 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:54:41.122 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:54:41.136 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:54:41.146 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:54:42.259 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:54:42.268 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:54:42.278 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:15.550 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:56:15.560 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:56:15.566 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:18.794 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:18.848 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:18.856 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:21.144 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:21.194 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:56:21.200 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:59:56.127 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 11:59:56.138 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 11:59:56.148 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 12:01:25.074 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:11:41.297 [info] > git rev-parse --show-toplevel [19ms]
2023-12-16 12:11:43.555 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:11:49.586 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 12:16:26.181 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:16:28.600 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:17:04.092 [info] > git rev-parse --show-toplevel [3ms]
2023-12-16 12:20:04.136 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.140 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.144 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.149 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.153 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.159 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.165 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:04.177 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 12:20:05.266 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:05.271 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 12:20:05.275 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 12:20:05.278 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:05.281 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 12:20:06.054 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:06.676 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:07.485 [info] > git rev-parse --show-toplevel [0ms]
2023-12-16 12:20:07.489 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:20:07.493 [info] > git rev-parse --show-toplevel [1ms]
2023-12-16 12:22:24.823 [info] > git rev-parse --show-toplevel [3ms]
2023-12-16 12:30:51.369 [info] > git rev-parse --show-toplevel [31ms]
2023-12-16 12:32:39.325 [info] > git rev-parse --show-toplevel [2ms]
2023-12-16 12:32:45.082 [info] > git rev-parse --show-toplevel [2ms]
